POI,Tier,VolumeCount,MinZombies,MaxZombies,Tags,Block,Count,Note
zztong_apartment_01,4,11,50,55,commercial,metalPipeCorner,1,None
zztong_apartment_01,4,11,50,55,commercial,metalPipeJoint,3,None
zztong_apartment_01,4,11,50,55,commercial,pipeSmallWallValve,1,None
zztong_apartment_01,4,11,50,55,commercial,corrugatedMetalShapes:signLetter_e,2,None
zztong_apartment_01,4,11,50,55,commercial,corrugatedMetalShapes:signLetter_f,1,None
zztong_apartment_01,4,11,50,55,commercial,corrugatedMetalShapes:signLetter_h,1,None
zztong_apartment_01,4,11,50,55,commercial,corrugatedMetalShapes:signLetter_l,1,None
zztong_apartment_01,4,11,50,55,commercial,corrugatedMetalShapes:signLetter_o,2,None
zztong_apartment_01,4,11,50,55,commercial,corrugatedMetalShapes:signLetter_r,1,None
zztong_apartment_01,4,11,50,55,commercial,corrugatedMetalShapes:signLetter_s,3,None
zztong_apartment_01,4,11,50,55,commercial,corrugatedMetalShapes:signLetter_w,1,None
zztong_apartment_01,4,11,50,55,commercial,brickShapes:cube,2164,None
zztong_apartment_01,4,11,50,55,commercial,brickShapes:cubeHalf,8,None
zztong_apartment_01,4,11,50,55,commercial,fusebox,1,None
zztong_apartment_01,4,11,50,55,commercial,conduit01,11,None
zztong_apartment_01,4,11,50,55,commercial,conduit01End,1,None
zztong_apartment_01,4,11,50,55,commercial,conduitSingleCenteredEnd,4,None
zztong_apartment_01,4,11,50,55,commercial,conduitSingleOffset,7,None
zztong_apartment_01,4,11,50,55,commercial,conduitSingleOffsetEnd,1,None
zztong_apartment_01,4,11,50,55,commercial,signPosterWantedMissing03,1,None
zztong_apartment_01,4,11,50,55,commercial,signLaborDaySaleAd,1,None
zztong_apartment_01,4,11,50,55,commercial,signSale01,1,None
zztong_apartment_01,4,11,50,55,commercial,signPosterMovie2159,1,None
zztong_apartment_01,4,11,50,55,commercial,signPosterMovieLoneWolf,1,None
zztong_apartment_01,4,11,50,55,commercial,signPosterMovieMammasJustice,1,None
zztong_apartment_01,4,11,50,55,commercial,signPosterMovieSexualTension,1,None
zztong_apartment_01,4,11,50,55,commercial,cntCabinetBottomFiller,31,None
zztong_apartment_01,4,11,50,55,commercial,cntCabinetBottomRandomLootHelper,33,None
zztong_apartment_01,4,11,50,55,commercial,cntWallOven,1,None
zztong_apartment_01,4,11,50,55,commercial,cntGraniteSink,14,None
zztong_apartment_01,4,11,50,55,commercial,cntCupboardCabinetRedTopLootHelper,42,None
zztong_apartment_01,4,11,50,55,commercial,cntCupboardCornerCNRRed,3,None
zztong_apartment_01,4,11,50,55,commercial,cntStoveRandomLootHelper,6,None
zztong_apartment_01,4,11,50,55,commercial,brickShapes:arch,43,None
zztong_apartment_01,4,11,50,55,commercial,brickShapes:archCorner,6,None
zztong_apartment_01,4,11,50,55,commercial,cntMicrowaveRandomLootHelper,1,None
zztong_apartment_01,4,11,50,55,commercial,cntToaster,4,None
zztong_apartment_01,4,11,50,55,commercial,cntCoffeeMaker,1,None
zztong_apartment_01,4,11,50,55,commercial,decoWineBottleShelfRow,2,None
zztong_apartment_01,4,11,50,55,commercial,cntFridgeStainlessSteelRandomLootHelper,7,None
zztong_apartment_01,4,11,50,55,commercial,cntCoolerRandomLootHelper,1,None
zztong_apartment_01,4,11,50,55,commercial,brickShapes:ramp,2,None
zztong_apartment_01,4,11,50,55,commercial,brickShapes:wedge60Tip,124,None
zztong_apartment_01,4,11,50,55,commercial,brickShapes:wedge60TipCorner,4,None
zztong_apartment_01,4,11,50,55,commercial,cntWasherRandomLootHelper,4,None
zztong_apartment_01,4,11,50,55,commercial,cntDryerRandomLootHelper,4,None
zztong_apartment_01,4,11,50,55,commercial,cntLaundryBasketRandomLootHelper,2,None
zztong_apartment_01,4,11,50,55,commercial,faucetBrass02,6,None
zztong_apartment_01,4,11,50,55,commercial,cntToilet02,7,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,air,21643,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,terrStone,7650,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,terrainFiller,2881,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntTrashPile02,3,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntTrashPile03,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,terrDestroyedStone,1635,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,terrDestroyedWoodDebris,25,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,terrGravel,21,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,terrAsphalt,457,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,garbage_decor1,4,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,garbage_decor2,5,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,garbage_decor3,4,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,scrapMetalPile,63,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,terrOrePotassiumNitrate,28,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntNightstandOpen,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntNightstandClosed,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntMedicineCabinetFaucetOpen,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntMedicineCabinetFaucetClosed,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntAmmoPileSmall,1,Loot 100%
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,paintingKen,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,woodChair1,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,oldChair1Red,3,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,oldChair1BrokenRed,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,couchSofa01,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,chairCouchSofa01,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,leatherCouchSofa2,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,tv,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,bed02,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,bunkBedMade,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,concreteShapes:cube,1692,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntDisplayCaseEmptyLeft,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntDisplayCaseEmptyMiddle,4,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntDisplayCaseEmptyMiddleBroken,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntDisplayCaseEmptyRight,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntStoreShelfSingleBottomShoesEmpty,4,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntStoreShelfSingleBottomShoesFull,2,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntStoreShelfSingleTopShoesFull,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntShoesPileBusinessShoes,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,apartmentMailboxOpenWhite,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,concreteShapes:ramp,117,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntBagsRandomLootHelper,3,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,treePlant02,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,brickShapes:brickDestroyed02,4,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,brickShapes:brickDestroyed03,2,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,rock04,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,palletBrownBoxesBase,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,palletBrownBoxesTile,10,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,palletBrownBoxesTop,8,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntShippingCrateShamway,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntShippingCrateWorkingStiffs,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntLootChestHeroInsecureT1,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,concreteShapes:stairsFilledVerticalUV,15,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntStoreCratesRandomLootHelper,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,questRallyMarker,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,cntQuestRandomLootHelper,3,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,sleeperSit,2,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,sleeperBack,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,sleeperSideLeft,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,sleeperSideRight,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,sleeperStomach,3,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,sleeperIdle,5,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,ceilingLight02Brass,3,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,recessedLight,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,ceilingLight07,9,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,flashlightDecor,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,endTableLamp,3,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,signShopOpen,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,commercialDoor2_v1,2,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,commercialDoor4_v1,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,houseFrontDoor1_v1,2,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,houseFrontDoor2_v1,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,garageDoorIndustrial,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,windowStoreOneSided,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,windowStoreTwoSidedCorner,2,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,windowStoreThreeSided,29,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,concreteDestroyed06,3,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,concreteDestroyed07,2,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,windowStoreCornerFull,14,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,windowStoreOneSidedFull,14,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,windowStoreTwoSidedFull,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,metalRailing,2,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,woodShapes:windowTrimBottom,15,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,woodShapes:windowTrimTop,13,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,chainlinkFencePole,10,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,chainlinkFenceTopRailCorner,8,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,chainlinkFenceDoor,5,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,chainlinkFenceBottomPlain,19,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,chainlinkFenceBottomPlainPoleLeft,12,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,chainlinkFenceBottomPlainPoleRight,2,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,chainlinkFenceBottomPlainCorner,2,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,chainlinkFenceTopPlainRail,2,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,chainlinkFenceTopPlainPoleLeft,4,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,chainlinkFenceTopPlainPoleRight,3,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,chainlinkFenceTopPlainCorner,2,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,woodShapes:table,7,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,farmPlotBlock,14,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,corrugatedMetalAirDuct4Sides,2,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,corrugatedMetalAirDuctRamp,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,corrugatedMetalAirDuctBroken,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,metalPipeStraight,34,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,metalPipeCorner,1,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,metalPipeJoint,4,None
zztong_apartment_01_destroyed,1,4,6,7,wasteland:commercial,corrugatedMetalShapes:signNumber_2,2,None
